-10.0 0.9923529624938965 0.9933071490757152
-9.0 0.9878854751586914 0.9890130573694068
-8.0 0.9807432889938354 0.9820137900379085
-6.999999523162842 0.9693215489387512 0.9706877624649134
-6.0 0.9512506127357483 0.9525741268224333
-5.0 0.9230051040649414 0.9241418199787564
-4.0 0.8800426125526428 0.8807970779778824
-3.0 0.8173063397407532 0.8175744761936438
-2.0 0.731208324432373 0.7310585786300049
-1.0 0.6227322220802307 0.6224593312018546
1.0 0.3772766590118408 0.3775406687981455
2.0 0.2687983512878418 0.2689414213699951
3.0 0.18269968032836914 0.18242552380635632
4.0 0.11996274441480637 0.11920292202211756
5.0 0.07699078321456909 0.07585818002124355
6.0 0.048753540962934494 0.04742587317756678
6.999999523162842 0.030670294538140297 0.02931223753508661
8.0 0.019260196015238762 0.017986209962091555
9.0 0.012112198397517204 0.01098694263059318
10.0 0.007644657976925373 0.006692850924284855
