-10.0 0.9937800765037537 0.9933071490757152
-9.0 0.9895810484886169 0.9890130573694068
-8.0 0.9826693534851074 0.9820137900379085
-6.999999523162842 0.9713867902755737 0.9706877624649134
-6.0 0.9532874822616577 0.9525741268224333
-5.0 0.9247743487358093 0.9241418199787564
-4.0 0.881287693977356 0.8807970779778824
-3.0 0.8178723454475403 0.8175744761936438
-2.0 0.7311758399009705 0.7310585786300049
-1.0 0.6224778294563293 0.6224593312018546
1.0 0.3775307536125183 0.3775406687981455
2.0 0.26883214712142944 0.2689414213699951
3.0 0.1821366846561432 0.18242552380635632
4.0 0.11871734261512756 0.11920292202211756
5.0 0.0752229318022728 0.07585818002124355
6.0 0.04671882838010788 0.04742587317756678
6.999999523162842 0.02860545739531517 0.02931223753508661
8.0 0.017333006486296654 0.017986209962091555
9.0 0.010416707023978233 0.01098694263059318
10.0 0.0062166922725737095 0.006692850924284855
